Artist,Label
Nimo,Universal Music Group
Alice Nine,Universal Music Group
Nine Inch Nails,Universal Music Group
Happy Tree Friends/Nirvana,Universal Music Group
NOFX,Universal Music Group
Noize MC,Universal Music Group
Noizy,Universal Music Group
Willy Northpole,Universal Music Group
Terri Nunn,Universal Music Group
N.W.A.,Universal Music Group
NX Zero,Universal Music Group
Cassper Nyovest,Universal Music Group
Colby O'Donis,Universal Music Group
Dolores O'Riordan,Universal Music Group
Octpath,Universal Music Group
Kardinal Offishall,Universal Music Group
Ol' Dirty Bastard,Universal Music Group
Don Omar,Universal Music Group
Of Monsters and Men,Universal Music Group
Oh Wonder,Universal Music Group
Oingo Boingo,Universal Music Group
Chiyo Okumura,Universal Music Group
OneRepublic,Universal Music Group
Yoko Ono,Universal Music Group
Pantera,Universal Music Group
Oomph!,Universal Music Group
Orianthi,Universal Music Group
Olivia Rodrigo,Universal Music Group
Johnny Orlando,Universal Music Group
Emily Osment,Universal Music Group
The Offspring,Universal Music Group
The Outfield,Universal Music Group
Outrage,Universal Music Group
O-Town,Universal Music Group
Electric Banana Band,Universal Music Group
Kenji Ozawa,Universal Music Group
P.O.D.,Universal Music Group
Packky Sakonnaree,Universal Music Group
Will Pan,Universal Music Group
Papa Roach,Universal Music Group
Elena Paparizou,Universal Music Group
Eric Papilaya,Universal Music Group
The Parlotones,Universal Music Group
Tina Parol,Universal Music Group
Dolly Parton,Universal Music Group
Morteza Pashaei,Universal Music Group
Sean Paul,Universal Music Group
Rob Paulsen,Universal Music Group
Belinda Peregrín,Universal Music Group
Katy Perry,Universal Music Group
P1X3L,Universal Music Group
P1Harmony,Universal Music Group
Pet Shop Boys,Universal Music Group
Peter Bjorn and John,Universal Music Group
Pierce the Veil,Universal Music Group
Perfume,Universal Music Group
Phantogram,Universal Music Group
Phantom Blue,Universal Music Group
Pink Floyd,Universal Music Group
The Platters,Universal Music Group
Play,Universal Music Group
Playaz Circle,Universal Music Group
Poeta Callejero,Universal Music Group
The Police,Universal Music Group
Cassadee Pope,Universal Music Group
Mike Posner,Universal Music Group
Denez Prigent,Universal Music Group
The Pussycat Dolls,Universal Music Group
Push Baby,Universal Music Group
Parachute,Universal Music Group
The Presets,Universal Music Group
Barbara Pravi,Universal Music Group
Prima J,Universal Music Group
Jamie Principle,Universal Music Group
The Pursuit of Happiness,Universal Music Group
PSY,Universal Music Group
Playboi Carti,Universal Music Group
Gong Qiuxia,Universal Music Group
Rophnan Nuri,Universal Music Group
Wanting Qu,Universal Music Group
Queen,Universal Music Group
Queens of the Stone Age,Universal Music Group
Queensrÿche,Universal Music Group
R5,Universal Music Group
Ra,Universal Music Group
A. R. Rahman,Universal Music Group
Rainbow,Universal Music Group
Rainer + Grimm,Universal Music Group
Eros Ramazzotti,Universal Music Group
Dizzee Rascal,Universal Music Group
Rövballebandet,Universal Music Group
Testament,Universal Music Group
Ramones,Universal Music Group
Razorlight,Universal Music Group
Rebeldes,Universal Music Group
Redman,Universal Music Group
Red Hot Chili Peppers,Universal Music Group
Trippie Redd,Universal Music Group
Helen Reddy,Universal Music Group
Rev Theory,Universal Music Group
Lana Del Rey,Universal Music Group
Dan Reynolds,Universal Music Group
Busta Rhymes,Universal Music Group
Rich Boy,Universal Music Group
Lionel Richie,Universal Music Group
Flo Rida,Universal Music Group
Rihanna,Universal Music Group
Rise Against,Universal Music Group
Tyson Ritter,Universal Music Group
Johnny Rivers,Universal Music Group
Nicola Roberts,Universal Music Group
Rocko,Universal Music Group
Olivia Rodrigo,Universal Music Group
Kenny Rogers,Universal Music Group
The Rolling Stones,Universal Music Group
Amaia Romero,Universal Music Group
Rooney,Universal Music Group
Tono Rosario,Universal Music Group
Diana Ross,Universal Music Group
Rick Ross,Universal Music Group
Asher Roth,Universal Music Group
"Royce da 5'9""",Universal Music Group
Sakis Rouvas,Universal Music Group
RPM,Universal Music Group
Rubber Soul,Universal Music Group
Paulina Rubio,Universal Music Group
Kevin Rudolf,Universal Music Group
The Runaways,Universal Music Group
Brenda Russell,Universal Music Group
Renato Russo,Universal Music Group
Alexander Rybak,Universal Music Group
Serena Ryder,Universal Music Group
Baba Saad,Universal Music Group
Stray Kids,Universal Music Group
Sagarika,Universal Music Group
Saber Rebai,Universal Music Group
Kyu Sakamoto,Universal Music Group
Mark Salling,Universal Music Group
Samved,Universal Music Group
Marta Sánchez,Universal Music Group
Jessica Sanchez,Universal Music Group
Sandy,Universal Music Group
Sandy & Júnior,Universal Music Group
Ivete Sangalo,Universal Music Group
Juelz Santana,Universal Music Group
Lulu Santos,Universal Music Group
Nico Santos,Universal Music Group
Michael Sarver,Universal Music Group
Joe Satriani,Universal Music Group
Satyricon,Universal Music Group
Tiwa Savage,Universal Music Group
Saving Grace,Universal Music Group
Nicole Scherzinger,Universal Music Group
Scooter,Universal Music Group
Scorpions,Universal Music Group
Lil Scrappy,Universal Music Group
Jay Sean,Universal Music Group
Seeb,Universal Music Group
Seether,Universal Music Group
Raul Seixas,Universal Music Group
Serebro,Universal Music Group
Karol Sevilla,Universal Music Group
Shaan,Universal Music Group
Shaggy,Universal Music Group
Gaston,Universal Music Group
Tupac Shakur,Universal Music Group
Shareefa,Universal Music Group
Shatha Hassoun,Universal Music Group
Ringo Sheena,Universal Music Group
Ashton Shepherd,Universal Music Group
Rabbi Shergill,Universal Music Group
Sherine,Universal Music Group
SHINee,Universal Music Group
Shontelle,Universal Music Group
Show-Ya,Universal Music Group
Sia,Universal Music Group
Sigma,Universal Music Group
Krista Siegfrids,Universal Music Group
Sigrid,Universal Music Group
Silentó,Universal Music Group
Sarah Silverman,Universal Music Group
Ashlee Simpson,Universal Music Group
Jessica Simpson,Universal Music Group
Frank Sinatra,Universal Music Group
Bob Sinclar,Universal Music Group
Sister Soleil,Universal Music Group
Simone & Simaria,Universal Music Group
Simple Minds,Universal Music Group
Simple Plan,Universal Music Group
Siti Nurhaliza,Universal Music Group
Troye Sivan,Universal Music Group
Smile.dk,Universal Music Group
Slash,Universal Music Group
Slayer,Universal Music Group
Slick Rick,Universal Music Group
Smash Mouth,Universal Music Group
Dan Smith,Universal Music Group
Sam Smith,Universal Music Group
Patty Smyth,Universal Music Group
Snoop Dogg,Universal Music Group
Snow Patrol,Universal Music Group
Sodagreen,Universal Music Group
Sauti Sol,Universal Music Group
Stella Soleil,Universal Music Group
Dtidrik Solli-Tangenh,Universal Music Group
Martin Solveig,Universal Music Group
Jeon So-mi,Universal Music Group
Sonata Arctica,Universal Music Group
Luísa Sonza,Universal Music Group
Soraya,Universal Music Group
Takashi Sorimachi,Universal Music Group
Soulja Boy,Universal Music Group
Spandau Ballet,Universal Music Group
Dusty Springfield,Universal Music Group
Sugarland,Universal Music Group
Space Cowboy,Universal Music Group
Spice Girls,Universal Music Group
Spose,Universal Music Group
Rae Sremmurd,Universal Music Group
Vince Staples,Universal Music Group
Chris Stapleton,Universal Music Group
Ringo Starr,Universal Music Group
STAYC,Universal Music Group
Sting,Universal Music Group
Street Drum Corps,Universal Music Group
Steel Panther,Universal Music Group
Gwen Stefani,Universal Music Group
Hailee Steinfeld,Universal Music Group
Rod Stewart,Universal Music Group
George Strait,Universal Music Group
Stromae,Universal Music Group
Tinchy Stryder,Universal Music Group
Stryper,Universal Music Group
The Stunners,Universal Music Group
Sum 41,Universal Music Group
Stefanie Sun,Universal Music Group
Chay Suede,Universal Music Group
Donna Summer,Universal Music Group
Super Junior,Universal Music Group
Super Monkey's,Universal Music Group
Supertramp,Universal Music Group
Surfaces,Universal Music Group
Svoy,Universal Music Group
Taylor Swift,Universal Music Group
SZA,Universal Music Group
Sabrina Carpenter,Universal Music Group
t.A.T.u.,Universal Music Group
T-ara,Universal Music Group
Junnosuke Taguchi,Universal Music Group
Yukihiro Takahashi,Universal Music Group
Take That,Universal Music Group
Alan Tam,Universal Music Group
Nami Tamaki,Universal Music Group
Tamta,Universal Music Group
Eriko Tamura,Universal Music Group
Tarja,Universal Music Group
Tataloo,Universal Music Group
Amir Tataloo,Universal Music Group
Teyana Taylor,Universal Music Group
Tears for Fears,Universal Music Group
Ryan Tedder,Universal Music Group
Teresa Teng,Universal Music Group
Thirty Seconds to Mars,Universal Music Group
Tiara Andini,Universal Music Group
Salma Salsabil,Universal Music Group
Tiësto,Universal Music Group
Tihuana,Universal Music Group
TM88,Universal Music Group
Tokio Hotel,Universal Music Group
Tom Tom Club,Universal Music Group
Rie Tomosaka,Universal Music Group
Toquinho,Universal Music Group
T'Pau,Universal Music Group
The Tragically Hip,Universal Music Group
The Neighbourhood,Universal Music Group
The Rose,Universal Music Group
Malu Trevejo,Universal Music Group
Treat,Universal Music Group
Neon Trees,Universal Music Group
Gloria Trevi,Universal Music Group
TripleS,Universal Music Group
Tri.be,Universal Music Group
Ms. Triniti,Universal Music Group
Mike Tsang,Universal Music Group
Josh Turner,Universal Music Group
TV on the Radio,Universal Music Group
Shania Twain,Universal Music Group
Twelve Girls Band,Universal Music Group
TWICE,Universal Music Group
Lil Twist,Universal Music Group
Conway Twitty,Universal Music Group
TXT,Universal Music Group
Tyga,Universal Music Group
TYP,Universal Music Group
Gaston,Universal Music Group
U-God,Universal Music Group
Ultrabeat,Universal Music Group
Carrie Underwood,Universal Music Group
Unladylike,Universal Music Group
Keith Urban,Universal Music Group
Vacca,Universal Music Group
The Vamps,Universal Music Group
Armin van Buuren,Universal Music Group
Sepultura,Universal Music Group
John Val,Universal Music Group
Vangelis,Universal Music Group
Van Halen,Universal Music Group
Violette Wautier,Universal Music Group
Virginia to Vegas,Universal Music Group
The Veer Union,Universal Music Group
Venom,Universal Music Group
Vitamin Z,Universal Music Group
Vixen,Universal Music Group
Volbeat,Universal Music Group
Wale,Universal Music Group
Sebastian Walldén,Universal Music Group
Joe Walsh,Universal Music Group
Cyndi Wang,Universal Music Group
Wang Chung,Universal Music Group
The Wanted,Universal Music Group
WaT,Universal Music Group
The Weeknd,Universal Music Group
Weezer,Universal Music Group
Jannine Weigel,Universal Music Group
Florence Welch,Universal Music Group
Ye,Universal Music Group
Weiland,Universal Music Group
Westlife,Universal Music Group
Eric Whitacre,Universal Music Group
Barry White,Universal Music Group
Whitesnake,Universal Music Group
The Who,Universal Music Group
The Wiggles,Universal Music Group
Wisin & Yandel,Universal Music Group
Wolfmother,Universal Music Group
Lee Ann Womack,Universal Music Group
Stevie Wonder,Universal Music Group
Holly Williams,Universal Music Group
Robbie Williams,Universal Music Group
Vanessa Williams,Universal Music Group
will.i.am,Universal Music Group
Wilson Phillips,Universal Music Group
Amy Winehouse,Universal Music Group
Steve Winwood,Universal Music Group
Within Temptation,Universal Music Group
Wonder Girls,Universal Music Group
Joe Wong,Universal Music Group
Evan Rachel Wood,Universal Music Group
Wu Bai,Universal Music Group
Fang Wu,Universal Music Group
Vanilla Ice,Universal Music Group
Vanness Wu,Universal Music Group
Wu Yingyin,Universal Music Group
Babi Xavier,Universal Music Group
Wilmer X,Universal Music Group
Xikers,Universal Music Group
Xonia,Universal Music Group
U2,Universal Music Group
Motörhead,Universal Music Group
Yao Lee,Universal Music Group
Lil Yachty,Universal Music Group
Yoshiko Yamaguchi,Universal Music Group
Yazz,Universal Music Group
Yeah Yeah Yeahs,Universal Music Group
Youha,Universal Music Group
Years & Years,Universal Music Group
Yelle,Universal Music Group
Yellow Magic Orchestra,Universal Music Group
Yohio,Universal Music Group
YoungBoy Never Broke Again,Universal Music Group
Your Favorite Martian,Universal Music Group
Saori Yuki,Universal Music Group
Yung L.A.,Universal Music Group
Maher Zain,Universal Music Group
Zhou Xuan,Universal Music Group
Zemmoa,Universal Music Group
Zendaya,Universal Music Group
Zerobaseone,Universal Music Group
ZAYN,Universal Music Group
Zucchero,Universal Music Group
Joana Zimmer,Universal Music Group
ZZ Top,Universal Music Group
Rob Zombie,Universal Music Group
Zubeen Garg,Universal Music Group
Yeat,Universal Music Group
3Ball MTY,Universal Music Group
Julión Álvarez,Universal Music Group
Anahí,Universal Music Group
J Balvin,Universal Music Group
Banda Carnaval,Universal Music Group
Banda El Recodo,Universal Music Group
Banda Los Recoditos,Universal Music Group
Belanova,Universal Music Group
Tan Biónica,Universal Music Group
David Bisbal,Universal Music Group
Charly Black,Universal Music Group
Buraka Som Sistema,Universal Music Group
David Bustamante,Universal Music Group
Café Tacuba,Universal Music Group
Cali & El Dandee,Universal Music Group
Jencarlos Canela,Universal Music Group
Paty Cantú,Universal Music Group
Manuel Carrasco,Universal Music Group
Chino & Nacho,Universal Music Group
Coti,Universal Music Group
Elvis Crespo,Universal Music Group
Daddy Yankee,Universal Music Group
Dulce María,Universal Music Group
El Dasa,Universal Music Group
Emmanuel,Universal Music Group
Alejandro Fernández,Universal Music Group
Paula Fernandes,Universal Music Group
Pedro Fernández,Universal Music Group
Luis Fonsi,Universal Music Group
Juan Gabriel,Universal Music Group
Juan Luis Guerra,Universal Music Group
Grupo Bryndis,Universal Music Group
Héctor el Father,Universal Music Group
Larry Hernández,Universal Music Group
Intocable,Universal Music Group
Juanes,Universal Music Group
Karol G,Universal Music Group
La Arrolladora Banda El Limón,Universal Music Group
Mon Laferte,Universal Music Group
La Santa Cecilia,Universal Music Group
Lasso,Universal Music Group
Los Angeles Azules,Universal Music Group
Los Horóscopos de Durango,Universal Music Group
Los Rakas,Universal Music Group
Los Tigres del Norte,Universal Music Group
Lucero,Universal Music Group
Juan Magan,Universal Music Group
Manny Manuel,Universal Music Group
Jesus Mendoza,Universal Music Group
Molotov,Universal Music Group
Joey Montana,Universal Music Group
Don Omar,Universal Music Group
Danna Paola,Universal Music Group
Ivy Queen,Universal Music Group
Eros Ramazzotti,Universal Music Group
Jenni Rivera,Universal Music Group
Javier Rosas,Universal Music Group
Karlos Rosé,Universal Music Group
Paulina Rubio,Universal Music Group
Ivete Sangalo,Universal Music Group
Alejandro Sanz,Universal Music Group
Alvaro Soler,Universal Music Group
Marco Antonio Solís,Universal Music Group
Danay Suarez,Universal Music Group
Roberto Tapia,Universal Music Group
Malu Trevejo,Universal Music Group
Gloria Trevi,Universal Music Group
Remmy Valenzuela,Universal Music Group
Alx Veliz,Universal Music Group
Zoé,Universal Music Group
Babasónicos,Universal Music Group
Vikki Carr,Universal Music Group
Kevin Ceballo,Universal Music Group
Chenoa,Universal Music Group
Cristian Castro,Universal Music Group
Sergio Dalma,Universal Music Group
Franco De Vita,Universal Music Group
Oscar D'León,Universal Music Group
Cheo Feliciano,Universal Music Group
José Feliciano,Universal Music Group
Jandy Feliz,Universal Music Group
Amaury Gutiérrez,Universal Music Group
Myriam Hernández,Universal Music Group
Enrique Iglesias,Universal Music Group
Il Volo,Universal Music Group
Ana Isabelle,Universal Music Group
J-King & Maximan,Universal Music Group
Alih Jey,Universal Music Group
La Factoría,Universal Music Group
Grupo Manía,Universal Music Group
Makano,Universal Music Group
Manny Manuel,Universal Music Group
Yolandita Monge,Universal Music Group
Domingo Quiñones,Universal Music Group
R.K.M. & Ken-Y,Universal Music Group
Rosana,Universal Music Group
Toño Rosario,Universal Music Group
Alessandro Safina,Universal Music Group
Sandy & Junior,Universal Music Group
Jon Secada,Universal Music Group
Selena,Universal Music Group
Soraya,Universal Music Group
Michael Stuart,Universal Music Group
Tamara,Universal Music Group
Diego Torres,Universal Music Group
Juan Velez,Universal Music Group
Wisin & Yandel,Universal Music Group
Zucchero,Universal Music Group
A,Sony Music
B,Sony Music
C,Sony Music
D,Sony Music
E,Sony Music
F,Sony Music
G,Sony Music
H,Sony Music
I,Sony Music
J,Sony Music
K,Sony Music
L,Sony Music
M,Sony Music
N,Sony Music
O,Sony Music
P,Sony Music
Q,Sony Music
R,Sony Music
S,Sony Music
T,Sony Music
U,Sony Music
V,Sony Music
W,Sony Music
X,Sony Music
Y,Sony Music
Z,Sony Music
12 Gauge,Sony Music
14 Bis,Sony Music
1976,Sony Music
24kGoldn,Sony Music
2CELLOS,Sony Music
3rd Bass,Sony Music
3rd Faze,Sony Music
4th Impact,Sony Music
50 Cent,Sony Music
6cyclemind,Sony Music
A1,Sony Music
A-Lin,Sony Music
Aaron Carter,Sony Music
ABBA,Sony Music
AC/DC,Sony Music
Adam Harvey,Sony Music
Adam Lambert,Sony Music
Adam Sandler,Sony Music
Addrisi Brothers,Sony Music
Adele,Sony Music
Addison Rae,Sony Music
Adriana Evans,Sony Music
Aerosmith,Sony Music
Afrojack,Sony Music
Agnez Mo,Sony Music
The Airborne Toxic Event,Sony Music
AKA,Sony Music
Akasa Singh[1],Sony Music
Aiden Grimshaw,Sony Music
Air Supply,Sony Music
Alan Parsons Project,Sony Music
Alan Silvestri,Sony Music
Alan Walker,Sony Music
Alex & Sierra,Sony Music
Alexandra Burke,Sony Music
Alexis Jordan,Sony Music
Ali Baba,Sony Music
Alice in Chains,Sony Music
Alicia Keys,Sony Music
Alizée,Sony Music
Alif Satar,Sony Music
Aliff Aziz,Sony Music
The Alkaholiks,Sony Music
Alkaline Trio,Sony Music
Ali Kiba,Sony Music
All Ends,Sony Music
Allen Su,Sony Music
Amanda Black,Sony Music
Amaal Malik[2],Sony Music
Amanda Seyfried,Sony Music
Amaia Montero,Sony Music
Amelia Lily,Sony Music
Amon Amarth,Sony Music
Amy Mastura,Sony Music
Ana Carolina,Sony Music
Anastacia,Sony Music
Angy Fernandez,Sony Music
Anirudh Ravichander,Sony Music
Anna Vissi,Sony Music
Anthony Hamilton,Sony Music
Antonis Remos,Sony Music
Andy Williams,Sony Music
Annie Lennox,Sony Music
Annihilator,Sony Music
Anti-Flag,Sony Music
Aram Quartet,Sony Music
AR Rahman,Sony Music
Ariel Rivera,Sony Music
Arijit Singh,Sony Music
Armaan Malik[3],Sony Music
Arnaldo Antunes,Sony Music
Art Garfunkel,Sony Music
Artms,Sony Music
Asia Cruise,Sony Music
Astrid,Sony Music
Ateez,Sony Music
Audioslave,Sony Music
Audy,Sony Music
Automatic Loveletter,Sony Music
Avicii,Sony Music
Avril Lavigne,Sony Music
Ava Max,Sony Music
Aston Merrygold,Sony Music
Aynur Doğan,Sony Music
B Praak,Sony Music
Baccara,Sony Music
Backstreet Boys,Sony Music
Bakugan,Sony Music
BTS,Sony Music
Bars and Melody,Sony Music
Bamboo Shoots,Sony Music
Bathiya & Santhush,Sony Music
Barbra Streisand,Sony Music
Babyface,Sony Music
BBC Concert Orchestra,Sony Music
BBC Symphony Orchestra,Sony Music
The Beatnuts,Sony Music
Beau Coup,Sony Music
Beau Ryan,Sony Music
Becky G,Sony Music
Belinda Carlisle,Sony Music
Ben&Ben,Sony Music
Ben Goldsmith,Sony Music
Beyoncé Knowles,Sony Music
Big Boi,Sony Music
Big L,Sony Music
Big Mountain,Sony Music
Big Pun,Sony Music
Big Ric,Sony Music
Big Time Rush,Sony Music
Bic Runga,Sony Music
Billy Joel,Sony Music
Blind Channel,Sony Music
"Blood, Sweat & Tears",Sony Music
Blue Öyster Cult,Sony Music
Bob Dylan,Sony Music
Bobby McFerrin,Sony Music
Bohemia,Sony Music
Bondan Prakoso & Fade 2 Black,Sony Music
Boney M.,Sony Music
Bonnie Anderson,Sony Music
Bow Wow,Sony Music
Bowling for Soup,Sony Music
Boyzone,Sony Music
Boys Like Girls,Sony Music
Boef,Sony Music
Brad Paisley,Sony Music
Brian Joo,Sony Music
Brian Melo,Sony Music
Brian Moon,Sony Music
Brandy,Sony Music
Bressie,Sony Music
Bring Me the Horizon,Sony Music
Britney Spears,Sony Music
Brooke Barrettsmith,Sony Music
Brooke Fraser,Sony Music
Brown Eyed Girls,Sony Music
Brownsville Station a.k.a. Brownsville,Sony Music
Bruce Springsteen,Sony Music
Bruno Mars,Sony Music
Buddy Guy,Sony Music
Bullet For My Valentine,Sony Music
Bunkface,Sony Music
Burning Heads,Sony Music
The Byrds,Sony Music
C+C Music Factory,Sony Music
C4 Pedro,Sony Music
Call It Off,Sony Music
Calle Kristiansson,Sony Music
Cappadonna,Sony Music
Carly Rae Jepsen,Sony Music
Cartel de Santa,Sony Music
Carlos Vives,Sony Music
Cartouche,Sony Music
Cascada,Sony Music
Costel Busuioc,Sony Music
Collie Buddz,Sony Music
Chayanne,Sony Music
CD9,Sony Music
Chevelle,Sony Music
Caetano Veloso,Sony Music
Caillou,Sony Music
Cake,Sony Music
Calle 13,Sony Music
Calvin Harris,Sony Music
Camila,Sony Music
Camila Cabello,Sony Music
Carcass,Sony Music
Carly Simon,Sony Music
Carola Häggkvist,Sony Music
Carrie Underwood,Sony Music
Carrossel,Sony Music
Casting Crowns,Sony Music
CeeLo Green,Sony Music
Celine Dion,Sony Music
Cella Dwellas,Sony Music
Chad Kroeger,Sony Music
Cher,Sony Music
Charles Aznavour,Sony Music
Cherrybelle,Sony Music
Chicago,Sony Music
Chicago Symphony Orchestra,Sony Music
Chico Science,Sony Music
Chipmunk,Sony Music
Chord Overstreet,Sony Music
Chris Brown,Sony Music
Chris Daughtry,Sony Music
Chris Noah,Sony Music
Chris Rene,Sony Music
Chris Thomas King,Sony Music
Christina Aguilera,Sony Music
Ciara,Sony Music
Cindy Yen,Sony Music
Cinta Laura,Sony Music
The Clash,Sony Music
CNCO,Sony Music
Coco Lee,Sony Music
Coheed and Cambria,Sony Music
Cokelat,Sony Music
Colin Farrell,Sony Music
Colonel Abrams,Sony Music
The CompanY,Sony Music
Conchita Wurst,Sony Music
Corbin Bleu,Sony Music
Cory Monteith,Sony Music
Courtney Johnson,Sony Music
Cosmic Girls,Sony Music
Cradle of Filth,Sony Music
Craig David,Sony Music
Crayon Pop,Sony Music
Cui Jian,Sony Music
Custard,Sony Music
C:Real,Sony Music
Cyndi Lauper,Sony Music
Carpark North,Sony Music
Camilo,Sony Music
CLMD,Sony Music
CupcakKe,Sony Music
Cyndi Wang,Sony Music
Daddy DJ,Sony Music
Daddy Yankee,Sony Music
Daft Punk,Sony Music
Dami Im,Sony Music
Damien Leith,Sony Music
Damares,Sony Music
Dan Hartman,Sony Music
Daneliya Tuleshova,Sony Music
Danell Lee,Sony Music
Daniel Boaventura,Sony Music
Daniele Silvestri,Sony Music
Danny Gokey,Sony Music
Danny Romero,Sony Music
Darell,Sony Music
Darren Criss,Sony Music
Darren Hayes,Sony Music
Darude,Sony Music
Daryl Braithwaite,Sony Music
Daughtry,Sony Music
Dave Matthews Band,Sony Music
Dave Wong,Sony Music
David Archuleta,Sony Music
David Arnold,Sony Music
David Bowie,Sony Music
David Campbell,Sony Music
David Cassidy,Sony Music
David Cook,Sony Music
David Gilmour,Sony Music
David Guetta,Sony Music
David Hallyday,Sony Music
Davido,Sony Music
Davina,Sony Music
Dax,Sony Music
D'banj,Sony Music
Dead Prez,Sony Music
Dean Martin,Sony Music
Dean Ray,Sony Music
Dee Deee,Sony Music
Debi Nova,Sony Music
Delinquent Habits,Sony Music
Delta Goodrem,Sony Music
Depeche Mode,Sony Music
Derby Romero,Sony Music
Destiny Chukunyere,Sony Music
Dewiq,Sony Music
Dhanush,Sony Music
Dido,Sony Music
Diamond White,Sony Music
Diana Garnet,Sony Music
Diana Ross,Sony Music
Diana Yukawa,Sony Music
Dianna Agron,Sony Music
Dixie Chicks,Sony Music
DJ Khaled,Sony Music
DJ Yella,Sony Music
DMX,Sony Music
Do,Sony Music
Dolla,Sony Music
Doja Cat,Sony Music
Domenic Marte,Sony Music
Dominic Fike,Sony Music
Dope,Sony Music
Dove Cameron,Sony Music
Double You,Sony Music
Doug Kershaw,Sony Music
Duran Duran,Sony Music
Destiny's Child,Sony Music
Doctor Prita,Sony Music
Daisy Dares You,Sony Music
Decyfer Down,Sony Music
Drapht,Sony Music
Dreamcatcher,Sony Music
Earl Sweatshirt,Sony Music
"Earth, Wind & Fire",Sony Music
Eartha Kitt,Sony Music
Edita Abdieski,Sony Music
Édith Piaf,Sony Music
Eels,Sony Music
Electric Light Orchestra,Sony Music
Elena Paparizou,Sony Music
Eleni Foureira,Sony Music
Elizabeth Gillies,Sony Music
Ella Henderson,Sony Music
Ella Langley,Sony Music
Elley Duhé,Sony Music
Elmer Bernstein,Sony Music
ELO Part II,Sony Music
Elva Hsiao,Sony Music
Elvis Presley,Sony Music
Elyar Fox,Sony Music
Eithne Ní Uallacháin,Sony Music
Emblem3,Sony Music
Emicida,Sony Music
Emilia Mernes,Sony Music
Emily Blunt,Sony Music
Emily Osment,Sony Music
Emiri Miyamoto,Sony Music
Emma Roberts,Sony Music
Ennio Morricone,Sony Music
Enrique Iglesias,Sony Music
Era Istrefi,Sony Music
Eraserheads,Sony Music
E-Rotic,Sony Music
Escala,Sony Music
Eugenio Bennato,Sony Music
Europe,Sony Music
Eurythmics,Sony Music
Eva Avila,Sony Music
Evan Yo,Sony Music
Evanescence,Sony Music
Everglow,Sony Music
EXID,Sony Music
Eydís Evensen,Sony Music
F4,Sony Music
Faith Hill,Sony Music
Fallulah,Sony Music
Fatboy Slim,Sony Music
Fatin Shidqia,Sony Music
Faye Wong,Sony Music
Felly,Sony Music
Felony,Sony Music
Fergie,Sony Music
Fernanda Takai,Sony Music
Fey,Sony Music
Fifth Harmony,Sony Music
Filippa Giordano,Sony Music
Fireflight,Sony Music
Fiona Apple,Sony Music
Fiona Fung,Sony Music
Fleur East,Sony Music
Flow,Sony Music
Franz Ferdinand,Sony Music
Foo Fighters,Sony Music
Foster the People,Sony Music
Fozzy,Sony Music
Frances Yip,Sony Music
Francis Magalona,Sony Music
Frank Sinatra,Sony Music
Frans,Sony Music
Freddie Jackson,Sony Music
Fresno,Sony Music
Fugees,Sony Music
Funkmaster Flex,Sony Music
G-Eazy,Sony Music
"Gamaliel, Audrey, Cantika",Sony Music
Gang of Youths,Sony Music
Gangsta Boo,Sony Music
G.E.M,Sony Music
Gene Autry,Sony Music
Genesis,Sony Music
Gerardo Ortiz,Sony Music
George Clinton,Sony Music
George Ezra,Sony Music
George Gershwin,Sony Music
George Michael,Sony Music
Gerald Alston,Sony Music
Ghostface Killah,Sony Music
Gigi D'Agostino,Sony Music
Giorgia,Sony Music
Gita Gutawa,Sony Music
Giusy Ferreri,Sony Music
Glasvegas,Sony Music
Glee Cast,Sony Music
Gloc-9,Sony Music
Gloria Estefan,Sony Music
Gogol Bordello,Sony Music
Good Charlotte,Sony Music
Gorillaz,Sony Music
Grimethorpe Colliery Band,Sony Music
Gromee,Sony Music
Groove Armada,Sony Music
Guy Sebastian,Sony Music
Ha*Ash,Sony Music
Haddaway,Sony Music
Halsey,Sony Music
Hannah Barrett,Sony Music
Harry Styles,Sony Music
H-Blockx,Sony Music
Hard Kaur,Sony Music
Hardy Sandhu[4],Sony Music
Harris Jayaraj,Sony Music
Heather Morris,Sony Music
Henry Mancini,Sony Music
H.E.R.,Sony Music
Hey Monday,Sony Music
Hi-5,Sony Music
Hijau Daun,Sony Music
Hilary Duff,Sony Music
HIM,Sony Music
Hironobu Kageyama,Sony Music
The Hives,Sony Music
Hoobastank,Sony Music
Hoodoo Gurus,Sony Music
The Hoosiers,Sony Music
Hollywood Studio Symphony,Sony Music
Hu Xia,Sony Music
Human Nature,Sony Music
Hurts,Sony Music
I Am Giant,Sony Music
Ian Lloyd,Sony Music
In Flames,Sony Music
Ivi Adamou,Sony Music
Imogen Heap,Sony Music
I.M*,Sony Music
Indiana,Sony Music
Infectious Grooves,Sony Music
Incubus,Sony Music
Inspectah Deck,Sony Music
INXS,Sony Music
Irene Cara,Sony Music
Iron Maiden,Sony Music
Ironhorse,Sony Music
Isaac Hayes,Sony Music
Isyana Sarasvati,Sony Music
Il Divo,Sony Music
Il Volo,Sony Music
Izna,Sony Music
J. Fred Knobloch,Sony Music
Jackie Thomas,Sony Music
The Jacksons,Sony Music
Jai Waetford,Sony Music
Jason Chan,Sony Music
Jack Black,Sony Music
Jack Ingram,Sony Music
Jackie Evancho,Sony Music
Jacky Wu,Sony Music
Jahmene Douglas,Sony Music
